UserID,ItemID,Rate,TypeItem
12504,hff,3,Bad
16457,iih,4,Bad
11363,ddf,5,Bad
17094,hgi,5,Bad
14058,bcf,3,Good
10985,bbb,1,Good
14959,fah,1,Bad
19884,dcb,5,Good
10667,add,1,Good
17466,dih,1,Good
16155,cbb,5,Good
11667,acc,3,Good
15866,abf,5,Bad
11393,ifi,1,Good
16269,afc,2,Bad
17593,gif,3,Good
18004,hfe,5,Bad
13210,aca,4,Bad
19304,ffa,4,Good
13522,fhg,3,Bad
16929,fdc,3,Good
18262,cdg,5,Bad
16050,bce,3,Bad
15062,ffe,4,Bad
18553,ebb,5,Good
17797,iag,1,Bad
11354,iia,3,Good
10431,bbi,3,Bad
13005,hfg,1,Bad
16144,fec,2,Good
10037,ich,3,Bad
12776,gde,4,Good
14921,ibb,4,Bad
17200,hdh,4,Bad
17649,hii,4,Bad
17065,icd,3,Good
14348,adi,3,Good
19977,aae,2,Good
19653,feh,5,Good
14339,ehc,2,Bad
19334,idd,5,Bad
19875,cfc,3,Bad
18707,fca,5,Good
16682,cbd,2,Bad
11555,bfa,1,Bad
17670,ehd,1,Good
17002,ecb,5,Good
16752,ifi,4,Good
18994,fcg,4,Bad
10209,egc,1,Bad
16570,ggc,1,Good
14898,fdd,2,Good
16644,bag,1,Bad
18095,hhd,2,Good
17026,gig,4,Bad
13555,deb,4,Good
16963,fdh,2,Bad
11650,dcg,1,Bad
16129,cdg,5,Good
15083,ifc,5,Good
11238,eeg,4,Good
13084,hbg,4,Bad
13949,cia,1,Good
13165,ffd,5,Good
16122,fac,1,Good
15568,hei,2,Bad
14287,ega,5,Good
11709,efc,3,Good
15784,ggb,4,Bad
18181,agc,1,Bad
17458,idg,3,Good
13310,dfh,1,Bad
12604,cbg,4,Bad
15201,bgc,5,Good
15755,dea,1,Bad
11556,haa,1,Good
10700,aef,4,Bad
14485,dah,2,Bad
12181,cia,1,Good
18699,hab,1,Bad
19949,eeb,5,Good
18303,fgb,4,Bad
16391,cii,1,Bad
13230,fib,5,Good
16774,cgb,3,Good
17749,hea,2,Good
18778,gfd,3,Bad
12535,hha,4,Good
17093,hbi,5,Good
10782,ccg,5,Bad
17081,dec,4,Good
13234,dii,5,Good
12945,aab,1,Good
13296,cic,2,Bad
11426,hee,3,Bad
10078,fdd,1,Bad
18734,bce,1,Good
16296,hed,3,Good
11811,afe,2,Bad
15498,aga,3,Good
12438,iec,5,Bad
18016,dbg,3,Good
14295,ahd,5,Bad
13309,gha,1,Good
17596,bcb,1,Bad
19261,ica,1,Good
10474,eih,1,Bad
17103,haa,2,Bad
14296,iff,3,Good
19392,hge,4,Good
18342,dbb,4,Bad
17005,fcb,1,Good
16330,ibg,1,Bad
14710,fid,2,Bad
14921,ege,3,Good
19098,fcg,2,Good
10029,bci,1,Bad
10545,fhg,2,Good
11798,ecd,2,Bad
15807,dfb,1,Good
11471,bfe,4,Bad
13942,dge,5,Bad
16639,cih,4,Bad
15957,bgh,2,Good
15596,cfi,1,Bad
14304,cdd,3,Bad
14983,ghb,1,Bad
13225,dfh,2,Bad
18194,ggd,3,Good
11152,fgf,2,Bad
17870,bhe,2,Good
12640,ggb,4,Good
11719,adf,1,Good
14524,hfc,5,Bad
19620,cgh,1,Bad
10744,fah,4,Good
14496,hhe,4,Bad
10737,cec,3,Bad
10679,fhh,2,Good
19673,fhi,3,Good
18662,ghd,2,Good
11786,eha,5,Bad
11974,bbh,4,Bad
14196,cbb,3,Bad
17172,hec,5,Good
12766,cfd,3,Good
15606,fbd,5,Good
17981,aeb,2,Bad
16312,hbg,1,Good
11630,dah,2,Bad
11560,fhe,5,Good
18740,fad,4,Good
16371,aab,5,Good
19362,fcb,3,Bad
14414,gac,4,Bad
11090,abc,5,Bad
12122,ccc,2,Bad
12537,eif,3,Bad
14023,bea,4,Good
13289,hec,2,Good
15683,fhb,2,Good
16400,fcd,3,Bad
19874,cgd,3,Bad
15692,dfh,2,Good
13629,ggg,4,Bad
13167,ibi,3,Good
14240,che,3,Bad
18018,hbb,2,Good
10161,hca,3,Good
16293,cgc,1,Bad
12722,fgb,3,Good
16069,ghe,4,Good
19299,hhi,3,Good
10523,adi,2,Bad
14915,ehi,4,Bad
16229,cbi,4,Bad
17943,daa,2,Bad
10964,egh,2,Good
10140,ieg,4,Bad
16977,iie,1,Good
15434,gcf,5,Good
17640,egb,3,Bad
12198,gcb,2,Good
10081,ceb,5,Bad
15091,aih,2,Good
14131,aie,3,Good
12444,gbe,5,Bad
11327,eih,5,Bad
11490,ibd,4,Good
11936,bei,2,Bad
11139,ebc,5,Bad
19315,icc,2,Bad
14376,gag,5,Good
19270,cde,2,Good
12280,gcf,2,Good
12958,gfi,5,Bad
17206,hfi,1,Good
13477,baf,2,Good
17300,hed,2,Bad
10549,gad,3,Bad
15167,cdh,2,Bad
16826,beb,5,Good
10417,dce,1,Good
13673,idc,4,Bad
18107,cid,3,Good
12149,ifg,5,Good
18559,fcb,1,Bad
10628,eib,5,Bad
17771,cde,1,Good
11957,agb,1,Bad
11906,ief,4,Good
19583,ghi,3,Good
12293,cbf,3,Bad
11133,efa,1,Good
12699,chi,3,Bad
11641,gba,5,Bad
17312,ehg,2,Good
18839,iea,1,Bad
10284,fad,4,Bad
16353,hef,5,Good
12380,ieb,2,Good
14363,eaa,5,Bad
10010,iag,3,Bad
16575,ffe,4,Good
16185,ebg,4,Good
11138,hei,3,Good
17827,hdd,4,Good
13036,bgb,1,Bad
19825,aai,1,Bad
11158,ccb,1,Good
15096,fie,3,Good
13375,fah,3,Good
16859,efb,5,Good
16791,ehd,3,Bad
15029,gfe,5,Good
19992,cbd,4,Good
11456,fhg,2,Bad
12989,ead,1,Bad
15307,ihg,5,Bad
15562,fgc,3,Good
15434,ddh,4,Bad
10066,ded,1,Bad
13470,ecb,4,Good
16112,hae,2,Bad
11366,efi,3,Good
18878,cdc,5,Bad
14034,dfe,5,Good
18876,ghc,4,Bad
13943,cfb,4,Bad
17834,gdd,3,Good
10730,dbh,3,Bad
12329,iba,1,Bad
10073,dhd,1,Good
11002,cbf,1,Good
19611,fcf,2,Good
17178,bfe,4,Good
11611,gfc,5,Bad
12136,cab,4,Good
12699,dai,3,Bad
13589,dfc,2,Good
15650,dhd,2,Good
15089,fib,4,Bad
17813,cdi,3,Good
10185,dia,5,Bad
14106,idg,4,Good
16725,ead,4,Bad
15572,hac,2,Bad
16719,dee,4,Bad
12530,hdc,1,Bad
11974,bgd,5,Good
16576,ihc,5,Bad
10125,bfi,5,Bad
10304,ghi,3,Bad
11929,ifb,2,Bad
11684,gbe,2,Bad
14040,agf,4,Good
15440,gib,1,Bad
17504,ace,2,Good
14223,iie,5,Bad
14959,ege,2,Bad
17301,bfi,1,Good
17805,cba,1,Bad
15212,dae,4,Bad
12801,ach,1,Bad
19217,bef,2,Bad
13128,ggb,3,Bad
14818,aba,1,Good
16909,fcd,1,Good
11946,ahd,3,Bad
17390,fbe,1,Good
17356,iei,2,Bad
18677,bch,1,Good
16721,edi,2,Bad
15591,cbc,1,Good
12296,aeg,2,Bad
13023,cai,4,Bad
12940,bbe,1,Bad
17160,eag,3,Bad
15454,bdf,3,Good
11999,eef,3,Bad
17862,deh,2,Bad
17805,dfg,5,Good
13411,ebe,3,Bad
15059,eba,4,Good
17467,gaa,5,Bad
18187,age,4,Good
11129,fha,5,Bad
16214,iid,3,Bad
11771,eec,3,Good
16522,ccf,1,Bad
17510,hig,1,Bad
14601,aec,3,Bad
12353,aei,3,Bad
17416,geh,2,Good
10839,aaf,4,Good
13614,afb,5,Good
19755,heg,1,Good
10913,cii,3,Good
14940,hfh,5,Good
12640,ccd,5,Good
19312,aga,3,Bad
15016,ffc,3,Good
14503,ifg,5,Good
16161,cdi,5,Bad
18033,gbg,5,Good
10944,ice,5,Bad
12193,hai,2,Good
16411,ggi,4,Bad
16978,gfa,2,Bad
17612,edi,4,Good
12103,hcb,1,Bad
14609,idf,3,Good
14450,afi,1,Bad
13636,bhb,2,Bad
16423,geh,4,Good
11350,cec,1,Good
12625,dhb,5,Good
12931,ebg,3,Good
11763,igc,2,Good
11732,fhd,5,Bad
10310,ffg,1,Good
19367,def,4,Good
15484,agf,3,Good
13002,deb,5,Good
13182,ghc,2,Good
13781,chb,5,Bad
16778,bcb,4,Bad
17116,bgb,5,Bad
15655,ddi,5,Good
11216,bbe,3,Bad
15837,bcf,3,Bad
13117,cff,4,Good
19304,egd,1,Good
14343,bad,3,Bad
19585,caf,2,Good
15958,aec,4,Good
12834,ccb,2,Good
15533,cfb,5,Bad
12854,geh,3,Bad
19867,ddf,5,Bad
12151,ecd,1,Good
16536,fdh,1,Good
19906,gdh,3,Good
15501,bcf,3,Bad
12513,ibg,2,Good
13342,bdc,3,Good
16345,adi,3,Bad
17229,ihf,4,Good
11400,ihh,1,Bad
11601,gbg,2,Good
19204,gcf,2,Bad
10381,aga,3,Good
11150,gaa,1,Good
13501,cbc,2,Good
15008,gfd,5,Bad
18934,dfd,1,Bad
15964,hbe,2,Bad
15605,bhb,5,Bad
13706,deg,3,Good
10415,ifg,2,Bad
17927,cgi,3,Bad
10497,agc,1,Good
16460,bgi,3,Bad
15864,fbd,5,Bad
12572,gfh,2,Bad
13781,agh,5,Good
18973,big,3,Good
15519,cgg,1,Good
19754,hfi,3,Bad
19362,acd,4,Good
13297,bbb,2,Good
17849,iae,1,Bad
12580,agc,4,Good
15536,abb,5,Bad
14978,eag,1,Good
11411,hae,5,Good
15481,idd,1,Bad
16029,dbb,5,Bad
18149,aab,4,Bad
10198,fid,3,Bad
17254,ihe,5,Bad
16992,efe,3,Bad
13476,igb,2,Good
10284,age,2,Bad
13281,cbh,5,Bad
10443,iai,4,Good
15544,ica,3,Bad
17187,fdf,2,Bad
19517,eeg,3,Good
15050,egh,4,Bad
15284,hff,1,Good
12320,aac,3,Bad
16845,ahf,5,Good
12334,gaf,3,Bad
10389,ieg,5,Bad
11386,bhc,3,Good
13377,bhc,3,Good
11503,ahi,5,Bad
19792,dca,4,Bad
13269,fdh,1,Bad
18456,ief,3,Bad
17642,fad,2,Bad
17750,iei,5,Bad
13748,hha,1,Good
19124,dea,2,Good
14956,ech,4,Bad
14859,eed,3,Bad
17483,afg,4,Bad
12642,ada,1,Good
19452,geb,4,Good
12465,afb,5,Bad
19765,dba,1,Bad
18391,bai,5,Bad
10187,fec,3,Good
17301,eec,2,Bad
19898,eif,4,Good
19841,bch,5,Good
15237,feh,5,Bad
15087,dia,5,Good
12395,dad,2,Bad
15454,gig,2,Bad
14232,bfb,2,Good
12328,ffd,2,Bad
13198,cic,1,Good
11935,eee,3,Good
15564,cee,2,Bad
18571,cfi,2,Bad
17930,deb,3,Bad
14884,eif,1,Good
19999,aec,1,Good
15422,aed,2,Good
19066,fec,2,Bad
17422,bbb,3,Good
11171,abb,4,Bad
16115,bai,5,Good
12910,cei,4,Good
12075,iai,2,Good
10155,dbi,3,Good
11211,dfc,4,Bad
13425,cge,2,Good
12797,fdb,2,Bad
15286,che,2,Good
15378,ghf,4,Bad
19992,fce,2,Bad
17291,ghh,5,Bad
11518,ibb,5,Good
17609,bcb,3,Bad
19387,eic,5,Good
11114,faa,1,Good
13746,dcd,1,Bad
10745,bcf,2,Bad
13760,ifa,4,Bad
19110,eeg,5,Bad
12614,chi,2,Bad
19103,ice,3,Bad
16178,ggc,4,Bad
12348,cdi,3,Bad
18668,eeg,1,Good
12378,bcb,2,Bad
18869,iae,5,Good
14779,hde,2,Bad
10201,bbi,1,Good
12813,ffi,4,Bad
15730,ehd,4,Bad
16068,gee,4,Bad
13826,ecb,2,Bad
15651,cad,5,Good
18437,dff,3,Bad
12346,dgc,2,Good
12660,ecf,5,Good
10262,fic,4,Good
13014,bde,3,Good
12180,ece,5,Bad
14199,hgi,3,Good
18345,eee,2,Good
11915,bfg,2,Good
18152,gbf,2,Bad
11943,aei,1,Good
18388,hac,3,Bad
10370,gic,2,Bad
11835,hbg,4,Good
13453,bbi,2,Good
19124,gig,5,Good
17419,fcd,4,Bad
15973,gec,3,Bad
15293,bde,1,Good
11839,dgc,5,Good
18935,fie,1,Bad
11972,gca,4,Good
16044,cde,3,Good
13583,bhb,4,Good
19065,ife,1,Good
14876,hea,2,Good
10182,heh,1,Good
10619,adb,3,Good
12681,daa,2,Bad
17042,gcg,2,Bad
11251,gci,2,Good
14510,ced,2,Good
11774,ach,5,Good
10137,fhh,4,Bad
16680,eae,2,Bad
11507,ahf,1,Bad
18425,ice,5,Good
11875,fah,5,Good
19840,feg,3,Bad
19212,fdc,3,Good
17762,afb,1,Good
13484,ieb,2,Bad
11566,ecb,1,Good
10769,bbf,4,Bad
16507,gff,3,Good
19759,bag,2,Good
12362,ife,1,Good
14118,iff,5,Good
13976,cdb,1,Good
17830,ggi,5,Bad
17293,cgi,3,Bad
16436,hcf,4,Good
17753,eff,5,Bad
16646,cdi,3,Bad
10764,dii,4,Good
11285,chb,3,Bad
18334,bce,1,Good
16371,aad,4,Good
13013,cdg,5,Bad
15024,fda,1,Bad
15148,eei,2,Bad
13464,hfd,4,Good
19509,chf,2,Bad
13326,fcc,4,Bad
15259,gae,4,Bad
11186,eci,4,Good
10394,cdc,4,Good
19028,acf,4,Bad
16594,adh,4,Bad
11272,hcf,1,Good
10919,hfh,1,Bad
13260,ahf,3,Bad
19357,cbc,5,Bad
11535,dfe,3,Bad
19634,dcb,1,Bad
13515,ida,3,Bad
15751,dca,3,Good
18336,fcf,3,Bad
19842,hbg,3,Good
17075,gbb,3,Bad
10701,fah,2,Good
16360,ahd,3,Good
13957,hec,2,Bad
13443,feb,4,Good
11486,bib,4,Good
19983,ech,5,Bad
17675,hbe,1,Bad
15256,fib,1,Bad
19311,iib,2,Bad
10143,ghc,5,Good
18283,bcc,4,Good
12328,cde,3,Bad
19331,bda,5,Bad
14193,ihe,4,Bad
11979,bha,2,Good
18737,ggg,5,Bad
15880,ead,1,Good
12236,fib,3,Bad
11367,ehh,1,Bad
11706,hcc,5,Bad
12230,add,3,Good
13480,fab,5,Good
17585,gbe,3,Bad
16856,ihh,5,Bad
10974,aff,1,Good
18076,beb,5,Bad
13964,fie,4,Bad
16572,fih,3,Bad
11582,eai,4,Bad
10090,efi,1,Bad
19184,ibh,3,Good
16416,hbc,5,Bad
13258,aec,4,Good
10802,cae,4,Good
18433,ccd,5,Bad
13585,hii,4,Bad
16135,eda,3,Good
13826,hah,1,Good
14344,dgg,1,Good
10613,fee,4,Bad
18339,gai,5,Good
19597,ghf,3,Bad
19508,bbh,1,Good
12771,gff,1,Good
10390,eai,3,Bad
13103,iid,3,Good
15110,aii,5,Good
13862,cag,5,Good
12215,bhi,1,Good
18217,cch,3,Good
13895,fbg,2,Good
17427,cai,2,Bad
14787,ghi,3,Good
18582,fcg,2,Good
13131,dhd,5,Bad
13389,fif,3,Good
16397,ghc,3,Good
18917,ahh,1,Good
17743,dbb,4,Bad
18417,dde,3,Good
17992,gai,1,Bad
19715,cch,5,Good
18049,bfa,1,Good
15523,hde,1,Good
16370,abb,5,Bad
18957,igg,5,Good
17381,bif,2,Good
13870,dbc,2,Good
18113,hbg,5,Good
18479,dia,4,Good
15665,gae,1,Bad
17441,gei,2,Bad
17560,cfh,2,Good
15629,fai,3,Bad
18466,dbf,2,Good
14209,cie,3,Good
17800,eii,4,Bad
15816,cib,4,Bad
14093,gfi,3,Bad
17243,age,3,Bad
15082,chb,5,Bad
13112,gbh,1,Good
10428,bed,2,Bad
11610,aec,5,Good
17941,ede,2,Good
19622,dbb,1,Bad
18266,ife,1,Good
13381,gcc,5,Bad
13358,ceb,2,Bad
10556,egd,4,Bad
14452,gid,3,Good
13823,ggi,2,Good
12682,cha,4,Good
14597,eag,4,Bad
12501,iid,5,Bad
11133,eib,5,Bad
18111,gab,4,Bad
15480,fec,5,Bad
16336,hhb,2,Bad
17224,bfc,3,Good
18018,bhh,2,Good
16858,cdg,4,Good
13801,hda,3,Bad
12137,eig,3,Bad
11334,eia,3,Good
14820,baa,4,Bad
13895,cfe,4,Bad
14644,hbg,5,Bad
13265,dgc,4,Bad
17903,edd,5,Bad
19823,ehe,2,Bad
10718,fba,1,Good
19216,hdb,1,Good
16007,hei,3,Good
15647,dhi,2,Bad
17592,fhb,4,Bad
19778,eia,5,Bad
19263,bae,2,Bad
18442,bha,5,Bad
12710,hgh,2,Bad
14753,gcf,2,Bad
11706,dbh,3,Bad
18611,iie,4,Good
16726,cae,4,Bad
12032,ief,4,Good
11453,gcg,5,Good
14490,igg,2,Bad
13952,icc,1,Good
19607,bdb,3,Good
18568,ghh,4,Good
18010,hdf,1,Bad
13685,bgg,2,Good
12758,ffg,4,Bad
13406,fcf,4,Bad
19774,gch,2,Bad
18198,aig,2,Bad
10809,ddc,3,Bad
19423,bef,5,Bad
16600,idd,5,Bad
13563,ega,2,Bad
17326,gda,1,Bad
17161,aeh,1,Good
19253,afb,1,Bad
17741,bgb,1,Bad
11284,cgf,5,Good
15148,dca,1,Bad
11792,cce,5,Good
18167,aic,5,Good
11083,fbe,5,Good
15666,iac,2,Bad
15773,fde,5,Good
17104,gfb,3,Bad
18715,ghe,1,Good
13644,cec,2,Bad
17693,hff,2,Bad
12235,ede,4,Bad
10318,adg,5,Good
14448,dii,5,Bad
18372,ace,3,Bad
15703,iea,5,Good
19140,ecc,4,Bad
17815,idi,2,Bad
14131,gie,4,Bad
12512,gib,4,Bad
12005,dga,5,Bad
18969,bia,2,Good
16811,aee,5,Good
13160,hca,3,Good
19431,bcf,1,Bad
19042,eib,5,Good
14147,egi,4,Bad
10301,heg,4,Good
14781,eab,2,Good
15174,geb,2,Good
11957,edh,2,Good
11631,fei,3,Good
13882,chf,4,Bad
16120,hfd,3,Bad
10410,dag,4,Good
18361,cig,5,Bad
14909,eca,5,Bad
19732,ggf,5,Bad
11317,efg,1,Good
10715,hfg,2,Bad
14959,aei,3,Good
14048,ffb,2,Good
11875,haa,2,Good
14350,bei,3,Good
13371,bbh,1,Bad
14190,hea,2,Bad
10439,idi,5,Bad
12834,bhd,3,Good
19923,hgf,3,Good
12164,bhc,2,Bad
11232,dfd,2,Good
10525,bda,4,Bad
10506,dbf,3,Bad
15212,gae,2,Bad
17809,hah,4,Good
14724,cfc,3,Bad
13482,cfh,2,Good
10312,edh,4,Bad
10864,dcf,5,Bad
11002,hhb,4,Good
14876,edh,3,Good
10642,caf,1,Bad
19186,ada,5,Good
19171,eef,3,Good
13051,ace,4,Bad
14720,ghf,1,Bad
19826,aab,3,Good
11716,faa,1,Good
14891,aib,2,Good
10611,iad,2,Bad
14389,fgg,5,Bad
17741,iac,2,Bad
12297,hie,1,Bad
19884,fbc,2,Bad
16568,fda,3,Good
15727,gge,2,Bad
14420,hec,3,Good
14976,iid,2,Good
16792,cig,3,Bad
13347,bhg,1,Bad
17637,bdi,5,Bad
10314,fhg,2,Good
13396,hbc,5,Bad
15945,iei,4,Good
15176,cai,1,Bad
18056,ibc,1,Good
18236,abe,5,Bad
18658,bgd,5,Bad
12862,dai,3,Bad
12208,cch,2,Good
14489,iab,4,Good
14595,dba,1,Good
13894,cfi,3,Bad
10961,hif,4,Bad
16274,hia,3,Good
12223,ifg,3,Good
19711,bge,4,Good
17752,ggf,5,Bad
11644,fge,1,Good
13929,dgd,2,Good
10123,cci,5,Bad
19698,cia,3,Good
12038,gdh,3,Good
12033,ced,4,Good
12546,edg,1,Good
16293,fbe,3,Good
14348,hbg,3,Good
14867,bbh,5,Good
11598,ged,1,Good
10285,ahb,3,Bad
17059,ade,3,Bad
19752,idb,3,Bad
11791,dhb,2,Good
15687,dha,3,Bad
11019,iih,3,Good
11581,hbb,1,Good
14779,iad,5,Bad
14174,ach,1,Good
13268,aah,2,Bad
13334,fic,5,Good
16667,gae,4,Good
12358,iee,2,Good
10882,aih,1,Good
17330,haa,3,Good
18190,hgc,4,Good
15026,hed,2,Bad
15988,fbb,1,Bad
18495,gdi,5,Good
16441,hhf,1,Good
15496,gcb,3,Bad
13355,chd,4,Bad
10409,gee,4,Bad
12201,iff,3,Bad
18701,iib,2,Bad
14882,bei,2,Bad
19843,afg,1,Bad
15721,bed,4,Bad
11862,hhh,3,Good
17723,eda,3,Bad
15649,aec,4,Bad
19575,bbi,3,Bad
16306,eid,5,Good
13604,hbc,3,Good
18024,adi,1,Good
19283,gaf,2,Good
17796,cdc,5,Good
16160,dai,4,Good
19860,bfb,3,Good
13686,agi,2,Good
11534,aia,4,Bad
18664,cbi,1,Bad
19064,edc,2,Bad
19104,iia,2,Good
17974,fgi,2,Bad
15148,bce,3,Bad
19842,cfe,5,Good
11021,ded,2,Good
19139,edi,5,Good
16684,egh,1,Good
11744,die,4,Bad
17325,aee,4,Good
18631,hdi,2,Good
15233,eag,4,Bad
16352,daf,4,Good
17089,bic,3,Good
18552,bcb,2,Bad
12226,ihd,3,Bad
15208,bcd,1,Bad
13701,aaf,5,Bad
14669,hcc,1,Good
15425,dcc,5,Bad
10921,ica,1,Bad
16927,eai,4,Good
19430,cbe,4,Good
18309,cae,5,Bad
13520,abg,1,Bad
10156,ghe,5,Good
10604,hbi,3,Bad
12519,ddi,4,Bad
17997,ihc,2,Good
17729,dfh,5,Bad
10684,fce,4,Bad
11998,gch,3,Bad
14964,hed,2,Bad
15097,dbf,1,Bad
10384,adg,1,Bad
12753,bbi,3,Bad
17270,bid,4,Bad
15320,eci,5,Good
14787,cba,5,Good
12627,dhe,5,Bad
19037,dgc,1,Good
16695,gdg,4,Good
15582,bce,5,Good
10536,ggg,1,Good
11040,bie,5,Bad
16443,ced,5,Good
12621,fai,5,Bad
18058,bhe,2,Bad
15161,bgi,4,Bad
11221,afg,3,Bad
13405,fdi,5,Bad
16621,gbb,2,Bad
18524,bha,4,Good
14671,beg,4,Good
13602,afh,3,Bad
12347,ccb,4,Good
19648,gab,1,Bad
13305,dge,5,Bad
13730,eef,4,Bad
11851,eec,1,Good
14142,bah,3,Good
11900,hff,4,Good
14172,cbf,5,Good
19454,dbi,1,Bad
11901,ahe,5,Bad
13083,hif,4,Good
18623,eii,2,Bad
16577,fba,3,Good
10017,hag,3,Good
12025,gae,4,Bad
16016,bhe,3,Good
10440,cif,2,Bad
12823,adc,5,Good
10264,bgh,4,Good
19105,eed,2,Bad
16150,ghh,3,Bad
12942,ici,3,Bad
11479,gfh,4,Bad
16387,ahh,5,Bad
15440,dda,1,Bad
17663,cfi,2,Bad
16372,bde,1,Bad
14812,fce,4,Good
18549,cbg,2,Bad
10171,ehh,1,Bad
19969,acg,2,Bad
11186,did,4,Bad
16737,bai,2,Bad
10829,hfb,5,Bad
11669,fab,1,Good
12284,hbf,1,Bad
18099,eaa,3,Good
18753,ahh,1,Good
11589,bef,3,Bad
10936,ifc,3,Bad
13777,ibd,1,Good
13716,fbf,1,Good
12996,bhg,2,Good
11345,bdf,4,Good
